Review_Text,Sentiment
"Très bon restaurant dans l’ensemble, rien à lui reprocher. Ambiance et personnel chaleureux, très bonne cuisine. Je recommande !",Positive
"Restaurant très sympathique dans Oran
Cuisine excellente très variées
Je vous le recommande,à découvrir
Merci à toutes l'équipe du PRALIN illusion.
A bientôt",Positive
"Très bon restaurant pas déçu de la nourriture plats copieux et bon le seul problème c'est qu'à peine les entrées posées, le plats arrivent donc pas le temps de profiter voilà aussi ne cherché pas la grande bouteille d'eau gazeuse elle n'es pas encore proposé mais inscrit dans le menu ( je sais que ce problème sera résolu) bonne continuation",Negative
"Très bonne cuisine, de passage sur Oran surpris de la qualité du service..
continuez ainsi",Positive
"Excellent accueil, nourriture de très bonne qualité et service exceptionnel, un des meilleures restaurant du berceau du Rai et de Cheb Hasni",Positive
"Très beau restaurant
Serveurs très gentils
Service rapide
Repas excellent",Positive
"Le meilleur mojito en plus des plats
Je fais un tour à chaque passage sur Oran",Positive
Service rapide et menu varié. Bon rapport qualité-prix.,Positive
"Nous avons suivi le grand nombre d’avis Google et franchement pas déçus du tout !
1/ accueil TOP (bonjour sourire écoute…)
2/ service au top
3/ les plats sont super bons ! Mes enfants étaient ravis ; nous avons testé plusieurs choses (« Dôme Saumon », Bastella, salade Cesar, boureks… et cordon bleu, émincé de veau, escalope poulet… avec les sauces très goûteuses et les desserts pareil copieux !!!!
4/ franchement c’est un super restaurant, pas déçus on va le refaire !
Les équipes sont très attentives, réactives, BRAVO !!!!!",Positive
Bonne continuation,Positive
Jolie restaurant pour en se qui concerne le goût moi personnellement j'ai pas trop aimé mais dans l'emblème c'est un jolie établissements,Positive
Best restaurant in oran ❤️ i really enjoyed my time there,Positive
"Belle expérience avec la famille, excellence accueil, meilleur restaurant familial à oran",Positive
Un très bon restaurant je recommande vivement malgré avait beaucoup de monde service Bon continuation,Positive
Les Prix sont abordables et les plats sont très bons à noter que le service est rapide même avec une affluence importante. Je recommande,Positive
"Bon restaurant rapport qualité prix correct
Éviter juste la salade césar qui est noyée dans la sauce :)",Negative
"A su se maintenir à un très bon niveau, aussi bien en matière de déco, de service, qu'au niveau culinaire",Positive
Très joli restaurant bien servi bien manger,Positive
Rien à dire top je reviendrai inch'Allah,Positive
"Amazing ambience
The service was exceptional and the food was great
Overall recommend it was a nice experience",Positive
Bonne expérience,Positive
"Un super  restaurant,le personnel accueillant et souriant,la nourriture très bonne, l'endroit très jolis très propre aussi , le top j y retournerais sans aucune hésitation, Merci",Positive
Rien a dire  top nous sommes venus en famille et on reviendra inch'allah,Positive
J’y suis allez aux alentours de 21h35 tout était treeeeeees bon. Mais l’accueil pas du tout bon. C’est à peine si on répond à vos questions. (C’est dommage car je n’y retournerais pas pour ça ) comme quoi cela fait tout… à revoir,Negative
Trop bon  rapport qualité prix 10/10,Positive
"Service très bien
Emplacement très bien
Parking de l'APC  dispo en face et gratuit malgré qu il ya un gars qui vous demande de la monnaie
Personnel souriant professionnel
La bouffe était bonne , la soupe de poisson , bourek pêcheur surtout , les plats variés , les prix comme tout le monde pas trop différents
Calme , propre , endroit chic
Bonne continuation ++",Positive
Meilleurs restaurant pour moi à oran ou à travers tout le pays..,Positive
"Bel endroit, la cuisine est bonne et le service est appréciable .
Je recommande sans soucis !",Positive
"Je suis contente de cette belle découverte en plus je l'ai choisi au pif sur internet.... franchement tout était parfait surtout au niveau du goût....je recommande vivement..... c'est rare où je donne 5 étoiles mais là franchement c'est mérité .
Bonne continuation",Positive
"Pas mal, mais ils peuvent mieux faire",Negative
"J'y suis allée ajd avec une autre personne
Pour le menu du chef a 2800 avec un poulet a la crème ris purée chorba bastilla et dessert au choix inclus dans le menus et un émincé de veau et un menu enfant et une fondant pour 5600da .
Tout les plats étaient très bon ramené chaud et assiette bien remplie",Positive
"Agréablement surprise par le lieu , l’accueil,la rapidité du service , et surtout la presentation et le contenu des plats .J’y reviendrai sûrement inchaallah.",Positive
Manifique je suit un mec tlemcen qui sort souvent par le porte de oran pour remonter cher moi et tjr passage laba al hmdl tre tre bon restaurant,Positive
Restaurant familiale je recommande vivement personnel à l’écoute est accueil chaleureux,Positive
"Je partage avec vous notre expérience chez le pralin illusion, on a eu comme entrée salade césar tres succulente, émincé de poulet au fromage fumé et tagliatelles au poulet tout était bon et d'une quantité généreuse yaatikom saha.♥️♥️
fb: chaimaa ne",Positive
"Très bon restaurant dans l’ensemble, accueillant et les serveurs excellent, une nourriture très bonne. Un peu lent dans l’arrivée des plats, et dans l’ordre. Bonne continuation.",Positive
"Un bon resto familiale , le gout 8/10
Ambiance pas fun
Serveur 10/10
Rapidité 10/10
Le caissier 10/10
Les prix a vous de juger",Positive
"""J'ai récemment dîné chez le pralin et je dois dire que j'ai été très impressionné. Non seulement la nourriture était délicieuse, mais l'ambiance du restaurant était également très agréable. J'ai particulièrement aimé le pave de thon - c'était incroyablement savoureux et bien présenté. Le service était également excellent - notre serveur était très aimable et attentionné. Dans l'ensemble, j'ai passé une soirée merveilleuse et je recommande vivement ce restaurant à tous ceux qui cherchent une expérience culinaire de qualité.""",Positive
Great experience wonderful food and service.,Positive
Trop beau au dressage bon en désert le fondants incroyable même en France il es pas aussi bon à recommander,Positive
"Le resto le plus propre d'Oran, familiale bonne ambiance le service et rapide Et Bien sur la nourriture et excellente",Positive
Un restaurant au top enfin !!! A oran c’est l’endroit où aller manger en famille ou entre amis ou même seul ! Quel atmosphère apaisante ! La nourriture est juste succulentes !! De l’entrée au plat au dessert «  du fait maison » on apprécie la gentillesse des serveurs et la gestion du gérant !! Bravo à cette équipe sans oublier le chef et les petites mains autour qui font de cette endroit unique à oran !!!  je vous le recommande car le rapport qualité prix est incroyable !! Les menus enfants sont présent dès chaises pour bébés y compris !! Le top,Positive
Food was tasty and delicious especially the tomato mozzarella salad,Positive
افضل مطعم في وهران من ناحية الاستقبال والجودة,Positive
مطعم راقي ومتميز,Positive
"Fidèle a ça réputation, tout était nickel, un petit bémol c'était la pizza, elle été un peut fade. Peut-être que ce n'est leur spécificité.",Negative
Bon continuation et merci  pour l accueil  la salade césar  10/10,Positive
"À fuir !!!
Vous trouverez beaucoup mieux ailleurs.
Je ne comprends pas les commentaires élogieux à leur égard.
Nourriture insipide, aucun goût, nous avons renvoyé 2 plats pratiquement plein ,les 2 autres plats nous ont été servi froid. Le thé aucun goût froid il devait être ds la théière depuis des heures et juste réchauffé. Arrivé en caisse le responsable nous dis qu’il nous comprends que des erreurs ont été faites, que lui dire c’est constructif mais a la fin aucun geste commercial.
Je déconseil fortement.",Negative
"Le décor et le service sont tres agréables, cependant la qualité des plats n’est pas au rendez-vous, dommage",Positive
"Bel endroit convivial et l'un des meilleurs services de la ville, très bon rapport qualité prix",Positive
"Le serveurs  n a pas demandé  la cuisson, la viande était trop saignante,  apres lui avoir fait la remarque, il propose de refaire le plat, hélas   je constate qu'il a repris les même morceaux  de viande et les a chauffées,  les frite et l accompagnement  chauffés aussi dans un micro-ondes.
A la caisse on te demande même si tu as bien mangé!",Negative
Un très bonne resteurant,Positive
"Superbe expérience dans ce restaurant gastronomique algérien. Le staff est top et à l’écoute. Il n’hésite pas à s’adapter au goût de chacun.
Concernant la cuisine, il n’y a rien à redire. C’est excellent dans l’ensemble. Je ne pourrais vous conseiller car toute la carte est bonne.
Je n’ai pas mis 5 étoiles car
- la personne à l’accueil du restaurant, au rez de chaussée n’est pas agréable contrairement aux serveurs des étages
- on nous a pas demandé la cuisson de la viande et elle était bien trop cuite mais c’est pas grave car ils n’ont pas hésité à me la changer rapidement.",Negative
"It was just the best restaurant I've ever been to , the food was on point especially the "" mousse au chocolat"" it was just so delicious , the salad and main dish were great too , the atmosphere was so nice , relaxing music with a beautiful view  furthermore , the servers were so kind and gentle , it was just a wonderful beautiful experience for me and my family ♡",Positive
"Un coin de luxe a mini prix vraiment, atmosphère conviviale et calme, une musique douce, les serveurs sont hyper sympa, on a pris 2 bonne salad cesar et 2 plats viande rouge mfawer très bien cuits, on était à 6 et ça nous a été suffisant plus des desserts à 8900da seulement, je recommande vivement.",Positive
Très jolie cadre. Personnel accueillant je met 4 étoile car mon plat est arrivé froid les accompagnements surtout. Mais en dehors de ça le goût y été,Negative
C le meilleur endroit que j'ai connu à Oran,Positive
Je le recommande avec des yeux fermés chapeau pralin,Positive
Excellent restaurant on était bien servi on a bien mangé je reviendrai,Positive
J’y suis actuellement. Le cadre est beau. Je penses que le restaurant porte bien son nom. Illusion. On s’attend à bien manger mais le résultat n’est pas au rendez-vous. En tout cas pas pour tout. Je valide le camembert au miel. L’escalope gratinée mais sans accompagnement c’est mieux. La pizza au saumon est correct. Les cocktails son horrible malheureusement. Calamar en sauce. Aucun goût. Le riz fade pareil. Tagliatelles se noie dans la sauce.  On ne coupe pas des tagliatelles on les serres avec une fourchette et une cuillère. J’espère que le restaurant pourra s’améliorer avec ces critiques constructives.,Negative
"Si vous voulez un restaurant au calme, familial où vous mangerez (très) bien, vous avez trouvé ce qu'il vous faut ! Nous venons de France et nous y sommes allé pour dîner c'était superbe. Merci aux serveurs qui ont été très souriants, serviables et accueillants !!
Nous gardons l'adresse et nous reviendront lors de notre prochain séjour inchaallah",Positive
"Each time i go to oran i want to this restaurant, the food is good the used cheese in the food is very tasty only one point the gratin is very small but i still do recommend this place",Positive
La première fois que je suis satisfaite d’un restaurant  Et bonne continuation,Positive
مطعم راقى معامله 10/10 بس غالى شويه,Positive
"Très bon accueil, service rapide.
Serveur très aimable.plat très bon et copieux, mashallh Tabaraka errahmane ",Positive
Très satisfait...j'y retournerais avec grand plaisir.,Positive
La classe,Positive
La salades Cesar est juste magnifique,Positive
"One of the best restaurants  in town
10/10 service , highly recommend it.",Positive
"C'est un restaurant qui cherche à mettre la gastronomie à l'honneur,
Plats de qualité, accueil attentif , service soigné et cadre agréable.",Positive
Tres bonne ambiance propre agréable on y mange bien les prix comme partout ailleurs,Positive
مطعم أنيق,Positive
Rien à redire c'est un excellent restaurant à visiter,Positive
"Super endroit, un très bon accueil, c'est très très propre. Les plats sont copieux et goûteux. Il existe des menus enfants.  Nous reviendrons avec plaisir ",Positive
"Serveurs aimable, plats copieux et très bon, viande excellente, nous nous sommes régalés.
La décoration est très belle et l'endroit propre.
Prix très correct et service rapide.
Nous reviendrons avant la fin de notre séjour.",Positive
The hosting was wonderful and the dishes were very delicious and filling,Positive
الأكل مقبول نوعا ما  لكن خدمة المطعم بطيئة والعمال وقحين قليلي الأدب معاملة سيئة للأسف توقعت الأحسن كذلك لاحظت أن العمال في غياب المدير يتصرفون بشكل مختلف لامبالاة عدم اهتمام فوضى ولاحظت انسحاب العديد من الزبائن بسبب عدم الاستماع إليهم من بعض العمال الوقحين وتلبية طلباتهم,Negative
"Je salue particulièrement le serveur tunisien, professionnel et serviable, avec des propositions très intéressantes et une maîtrise de la gastronomie, ça se voit qu'il aime son travail, Bravo..",Positive
"Les 5 étoiles sont largement méritées, accueil très sympa, plats copieux et délicieux.
Allez y les yeux fermés, il est certain que vous ne serez pas déçus.
Bon appétit",Positive
"C'est ma 2eme visite et j'aurais donné plus de 5 étoiles si c'était possible. Des plats délicieux, atmosphère agréable et surtout un service plus que parfait, ça fait plaisir d'en avoir a Batna ou le service n'es même pas classé parmi les priorités. Je recommande vivement et je vous souhaite bonne continuité. Merci",Positive
A cosy restaurant offering a variety of delicious dishes at reasonable prices. Great service and location.,Positive
"Restaurant sympathique et familiale. J’ai pris menu du jour. La chorba est succulente rien à dire

Le menu comprend : chorba + plat + dessert à 1000 da",Positive
Trop d'attente  à midi service pas trop rapide,Negative
Très bon établissement propre abordable et conviviale,Positive
C'est un très bon restaurant,Positive
Super pizza 4 parfums,Positive
جميل ♥,Positive
"I asked for pizza and two Matloua
After 20 min i received only the pizza
My kids completed the pizza and my second part of the order did not receive it.
As conclusion the restaurant not organized.",Negative
"Mauvaise expérience, la bouffe est très mauvaise avec des petit plats, sans oublier les prix qui sont très chers.
Je déconseille ce restaurant.",Negative
Mauvais service,Negative
خدمة سيئة و تأخير,Negative
Lo de alta cocina...en fin,Positive
de la vomie pour chien,Positive
Très longue attente (30min) pour 3 hamburger froid et une part de frites froides aussi,Negative
"30 mins d'attente pour finalement avoir un hamburger quasi froid.

Déçu du service,",Negative
"Pizza Milano sans champignons (sur le menu avec champignons)  et sans prévenir le client et ils encaissent le même prix.
Alors que si c'était en supplément ils auraient encaissés un surplus.
Service nul et médiocre.
Bref soit on est professionnel soit on l'est pas.",Negative
"Plats goûteux mais servis froid, serveur dans les nuages, j'ai dû demander deux fois des vers et des serviettes.prix excessif pour la qualité des services.",Negative
ندمت على ضياع نقودي اكل ما يستاهلش,Positive
Le pire restaurant... Vraiment la bouffe est catastrophe,Negative
"Très bon accueil, menu et plats varié, propreté , décor , tout est très bien fait",Positive
اكل ليس في المستوى,Positive
التعامل مايش مليح كنت معا لافمي وكي كملنا سمعت واحد الخدام غالو عسهم لا يهربو لاكن الطعام لذيذ و مكان جميل لكن العمال سيئين و بالضبت واحد فيهم يتعكز,Positive
Tres bon restaurent propré et bonne gastronomie et bon service. Bonne continuation,Positive
"Merci a l'équipe McFamily surtout mon ami SAMI TERAIA, Le caissier ",Positive
Des bons plats avec un service agréable,Positive
"Tres belle endroit, très bon plat surtout leur velouté de courgette une tuerie",Positive
الأكل ممتاز وبنين لكن الاسعار مرتفعة جدا ، وتعيبه أيضا طول انتظار الطلبيات  ! لدرجة أحيانا نسيان ماذا طلبت !,Positive
Tres bon.. sauf le service prends trop d temps,Positive
"Je le recommande vivement  tres bon plat ,très copieux et le chich kebab est à  tomber par terre.",Positive
مكان رائع وإستقبال محترم و مقدم وجبات ممتاز الإسم: مسعود نشكروه ونشكرو كامل الطاقم,Positive
"Je remercie le Mac familly pour le chawarma périmé qui m'a value après l'avoir manger une intoxication alimentaire aiguë, il a  fallu l'intervention des pompier et une hospitalisation d'urgence avc perfusions et antibiotiques (visité le 20 octobre 2019 à 21h00)",Negative
"Lieu organisé ,  rapport qualité / prix raisonnable , à visiter ...",Positive
C'est un lieu calme chaleureux et familiale ses pizza son trop bonne le prix resonable a mon goût l'étoile qui manque c'est pour l'attente pas trop lent mais comme même,Positive
Excellent,Positive
"Pas ouf, beaucoup d’erreur sur les commande et niveau viande pas top",Negative
"A really nice restaurant with family vibes, decent food and exceptional service. Wait time is not bad, staff is welcoming and supportive. Place is very clean and well maintained. Prices are decent (don’t over order! A double box with a free wings pack is enough for two adults). The restaurant only offers local beverages which i appreciated. Street parking is facing the restaurant but very limited.",Positive
Is vert good,Positive
"ساندويش شورما 650 دج مفيهش شورما سرقة
دجاج كريسبي فقط لانه كريسبي ب 2900 دج و 2200 دج
مشروع تافه مصيره الافلاس",Negative
"Le crispy chicken est bon, contrairement à d'autres fast food qui vendent des crispy plein d'huile.. Chicks Nook est tres bien fait, pas d'excès d'huile ! Et leurs riz est super bon aussi",Positive
Service nul,Negative
"Chicken 3/10
Shawerma 7,5/10
Fries  4/10",Positive
"Propre, très spacieux, serveurs souriants et éduqués.
Nourriture délicieuse, prix moyens.
Pour ma part, le point qui lui donne un pas d'avance sur les autres restaurants c'est la mise à disposition au profit des clients d'une salle de prière (مصلّى), me concernant, c'est top ",Positive
service trop lent ...pizza sa7 fiha fromage bezaf mli7a mais la pate tban kessra w  pizza margarite 350 Da,Negative
Endroit familial on n y mange bien,Positive
Goooood nice,Positive
Good good,Positive
Menus varié ouvre assez tard jusqu'à minuit le week-end personnelles correct mais faut pas trop leur en demandé ça reste des algérien quand même,Negative
En plein centre ville de Batna,Positive
gaffejungle,Positive
"Endroit familiale, plats variés, de bonne pizza, prix raisonnable.",Positive
Service médiocre ... pizza 3 fromages avec 2 fromages seulement ( les moins chers évidemment ) ... à déconseiller ! NUL NUL NUL,Negative
Pas trop fort,Positive
خدمة في القمة الذوق مضمون النظافة,Positive
"Manque d'ambiance et d'animations, concept déjà vu..il faut plus d'innovation pour plus de clients",Negative
"On est parti en famille un jour de semaine Dimanche soir , pas beaucoup de monde
Endroit très propre avec un deco simple et sympa pour l'accueil 6 étoiles sur 5 tous le personnel souriant accueillant je leur tire chapeau... le service était rapide
On a pris le box saada chawerma était bonne les crispy biens cuits manque un peu d'épices à mon avis , les frites bonne et bien épicées salade russe était goûteuse ,
Je reviendrai certainement inchallah et je le conseille",Positive
كلشي مليح برك ويكاند متشقاش لخاطر تستنى وتستنى...,Positive
أطيب شاورما,Positive
Alors la je pense c le pire sandwich chawarma klitou fi hyati aussi celui qui veut manger des frites cla destination préférée,Negative
Very nice,Positive
"Très sympa
Endroit familiale",Positive
Worst service ever,Negative
"Veet clean place, tasty food and friendly waiters.",Positive
pour la famille,Positive
أفضل مطعم في باتنة حقيقة نتمنى المواصلة,Positive
"It's a nice place to eat with family
Dishes are acceptable medium quality
But over priced",Positive
"Bonne presentation des plats....sauf que le poulet du shawerma est tres mal nettoyé, je l'ai commandé deux fois et a chaque fois je trouve des plumes collees a la chaire!!!!!!",Negative
ما شاء الله,Positive
Si mangia bene,Positive
Service un peu lent - Nourriture moins raffiné que ce qui était attendu - Prix un peu élevés par rapport à les autres restaurants de Batna .,Negative
Endroit sympa attention brk taklou lte7t,Positive
nice fast food one of the top in Batna,Positive
"Très bon endroit et chaleureux accueil
la nourriture excellente le prix abordable .",Positive
"Excelente comida e grelhados.
Pessoal muito simpático",Positive
A good restaurant. I enjoyed all the dishes. Keep going on,Positive
"Top c'est très bon, excellent service, propre et confortable.
Il manque plus de choix bark.",Positive
Meilleur shawarma,Positive
"Je suis passé avec ma mère tout a l'heure service null. Manque de communication entre les serveurs, mal organisation, dérangement  par leur demande de se déplacer de table. ",Negative
المكان بزززاف شباب وواسع نظيف والإستقبال مشاء الله بالنسبة للماكلة دينا دجاج كرسبي مع بطاطا وساندويش شاورما مع ليصوص بززاف بنين وزدنا salad سيزار  كان بنينة وsaladشاورما كانت خرافية بنة خطيرة عجبتني انصح بزيارته وان شاء الله نعاود نولي عندو,Positive
The best  chawarma  in The world,Positive
J’ai vraiment apprécié la nourriture était vraiment bonne l’ambiance moins trop de bruit mais sinon la dec hata,Positive
الطعام لذيذ والمطعم نظيف أحببته,Positive
"I dined with my family at this restaurant today. The space was clean and well-maintained(but almost empty), creating a pleasant atmosphere. However, the food did not meet my expectations. The portion sizes were small and not satisfying, leaving us still hungry. The shawarma was decent, but overall, the experience fell short.""",Positive
Très bon et service rapide je recommande,Positive
Ramener la loupe !,Negative
"Je suis venue ce soir avec ma famille ,sincèrement, je voulais partager avec vous mon expérience, c'était super ,je commence par l'accueil avec Ali ,c 'est juste un bout de sucre ,il est souriant ,il vous conseille ,pour chaque chose,ensuite vous montez à l'étage vous trouvez toute la team ,ils sont agréables, souriants ,serviable,attentifs à tout ,rahim ,nadjmou,bilal ...,je vous remercie pour votre accueil ,on a bien mangé, service rapide malgré le monde qu'il y'a, c'est un endroit familial ,propre ,agreable ,je recommande vivement, et je compte revenir souvent.❤️",Positive
مطعم نظيف و اكلاته متنوعة و شهية . حسن الاستقبال,Positive
تغيير العمال جعل الخدمة متذبذبة فاحيانا تكون جيدة و احيانا تكون اسوء من بقية المطاعم الاكل متذبذب ايضا لكن الحق يقال المسؤول الاول انسان طيب .,Positive
Bon accueil,Positive
"Je trouve que ce restaurant  et bien
Mais le service  et lent",Positive
Fortttttt,Positive
ديكور جميل,Positive
C'est pas mal du tout,Negative
"Good place to eat fried chicken,two spacious dining rooms ,quick table service.
The place is very clean just the toilets need some attention.",Positive
On a attendu plus d’une heure le serveur nous a proposé 50% de réduction pour l’attente après la nourriture était nul et a la caisse le caissier nous a dit que ça n’existe pas 50% de réduction il nous a mis 20% de réduction ils nous ont arnaquer saha yselmek,Negative
"Endroit spacieux, propre, lumineux, les serveurs sont gentils et à l’écoute. Pour la nourriture : Crispy fade, sans aucun goût, en plus froid. Les frites on dirait du plastique et sans goût, et même la sauce toumia n’était pas bonne.",Negative
perfect,Positive
Service 0 ont à rester 1h a attendre notre commande et a la fin le serveur nous dit qu’ils ont oublié de valider notre commande,Negative
"J'ai commandé une commande et je l'ai reçue au bout d'une heure, en plus, la nourriture est froide et la boisson est incorrecte. Et en plus , le Serveur mange les frites de les clients",Negative
"Tout est bon , endroit spacieux, service impeccable",Positive
Un fast food propre prix correct mais pas bcp de choix,Positive
Chicks nook c vraiment validé ❤️,Positive
"صراحة بيتزا مكنتش نتوقع فيها سيئة لهاد الدرجة مكليتهاش حتى عند المبتدئين هي أفضل منها
تاكوس محروق بدون نكهة لا توابل حتى الملح قليل
أول مرة و آخر مرة أنصح الجميع بعدم الذهاب حتى و لو كنت معروض باطل",Negative
Place familial avc de Bonne pizza et des plats succulent et un excellent service,Positive
Restaurant mashallah service qualité et prix merhba bikom je vous conseille,Positive
مشالله مكن روعة,Positive
Allah ybark service mlih bzf,Positive
Endroit magnifique à proposer surtout pour les familles sypmas et agréable,Positive
No delivery !!!!!,Positive
Les pizza étaient nulles. Du pseudo fromage qui ressemble à de la béchamel ou je ne sais quoi la pâte un peu briochée . Le gratin de poulet acceptable . Je ne recommande pas et je n'y retournerai pas inchallah,Negative
مطعم في متناول الجميع مضاري نديرو عندو أعياد الميلاد,Positive
"Endroit propre et calm
Music des fois bien des fois taghl9 wednk
Menu mlih et bon

Mis-a-jour :
Bda yroh fiha , les prix zado grave pour rien , dégradation total f goût pizza , jebt gratin poulet Zero kan bien wla 3yan , poulet mchi tayb bien , fromage tbadl qualité 3yana , w dayrlo frite mlta7t bsh yban m3amr  pizza fromage sabon
Le service w l'endroit mazl bien w service rapide",Negative
"Très bon, serveuse très sympathique, des mojito à tomber, des plats excellent, belle présentation des plats, viande très bonne",Positive
"Il n'y avait pas de file d'attente car il n'y avait pas beaucoup de monde Un Vendredi soir ! Bizarre non?
La simplicité des plats, bien que bien présentés, peut plaire à ceux qui recherchent des saveurs non compliquées.
Toutefois, des améliorations s'imposent au niveau de l'entretien des espaces VIP .
Expérience à ne pas renouveler de ma part",Negative
je t'aime,Positive
Prices are not affordble,Positive
"Très bon restaurant,très bonnes soupes ,bon plat très bonne sauce et les serveurs sont très serviables et souriants très bel endroit je regrette qu il ne fasse plus de hamburger c est dommage mais à part ça je le recommande vivement",Positive
مطعم رائع ،سواء كان ذلك من ناحية الإستقبال أو من ناحية الأسعار,Positive
احببت كل شيئ لاسيما الترحيب كان حارا حقا يجيدون الترحيب باالزبائن,Positive
I've never ate at mc family i just wanted to give 5 stars,Positive
Null,Negative
Les repas sont bonne c est propre un acceuil chaleureux,Positive
"الجو حار نوعا ما
الوجبات لذيذة
الخدمات بطيئة",Positive
"personnels incompétent au moment ou nous mangeant un du personnel nous a aspergé de déodorésant d'intérieur, Malgré cela la nourriture  étais bonne.",Positive
Si vous êtes en famille c l'endroit idéal pour un fast,Positive
Le service est hyper long j'ai du sortir avant même d'être servie très mauvais accueil!,Negative
Très bon restaurant Super service,Positive
c'est parmi les meilleurs restaurants que j'ai testée Situé à la wilaya tipaza Service rapide ✓ La propreté 10/10 makla bnina et du qualité ❤,Positive
Prix m9wd,Positive
Excellent restaurant plutôt propre avec un bon rapport qualité prix. Vous trouverez des plats qui conviennent à tous les budgets. Exemple une grande bouteille d'eau minérale à 60 da. Bonne continuation.,Positive
Faux fromage,Negative
Tres bonne bouffe,Positive
"Un très bon restaurant, plein d'innovations, vous y trouverez (le goût, la saveur, la qualité, le luxe, le plaisir, le très bon accueil... Etc.). Tout cela avec des prix raisonnables. Vous pouvez même planifier vos anniversaires et vos célébrations chez Casanova, surtout avec ses salles VIP.
Bonne continuation pour ce restaurant très bien situé à Kolèa (wilaya de Tipaza).",Positive
"Très très bon rien a dire top du top son stop service agréable et rapide
endroit sympa prix raisonnables 10/10",Positive
It was a real delight,Positive
الله يبارك bonne continuation,Positive
"Le meilleur aux alentours 
Pizza très très bonne 
Chapeau au pizzaiolo Hakim ",Positive
Meilleur shawarma sur alger c validé ❤️,Positive
Un service professionnel ❤️‍,Positive
Expérience très agréable,Positive
Chawarma mliha sauf que les frites m3jbonich ↘️,Positive
"Nourriture très correcte
Propre, rapide.
Serveurs bien  indiqués et gentil
Accueil très chaleureux.",Positive
Service très bien,Positive
شوارما جد عادية و الكريسبي كأنه بدون نكهة,Negative
Salade césar catastrophe,Negative
Nice food 500 Da for a good meal shawarma chips and drink service is alright took some time for arrival compared to others that came before,Negative
"Malheureusement le service est catastrophique, j'ai donné plusieurs chances mais un des livreur qui n'est pas sérieux ils m'apportent des plats ou des boissons dont je n'ai pas pris. Manque de communication entre la réception téléphonique et la cuisine
Ça sera la dernière fois que je commande et vous n'avez pas idée sur l'influence que j'ai concernant votre image",Negative
A good place to eat crispy chicken,Positive
"Rien à dire juste que sa miriJ'ai récemment dîné au Chkichs Nook et je dois dire que l'expérience a été excellente. Le restaurant est très propre, ce qui est toujours appréciable. La nourriture était délicieuse, avec des saveurs bien équilibrées et un service impeccable. Je recommande vivement ce lieu à quiconque recherche un bon repas dans un cadre agréable",Positive
الخدمة بطيئة جدا والويتر بياكل من بطاطس الاوردر وهو جايبه .. بصحته   والتتبيلة مكااش,Positive
Je suis désolé j’ai pas aimé le goût en plus t’as pas une grande quantité de chawrma,Negative
"Honest Review 

I ordered two boxes- the box Arabi and the wings. This came through delivery. The delivery itself is very straightforward, after calling for your order you can share your location via WhatsApp or share the address so the driver can easily locate you. Delivery came relatively quickly and the driver was polite giving the food, so thank you. 

As for the food, the wings were incredible. The coating of the chicken has a golden like texture and is quite crispy as well as crunchy. This doesn’t compromise the chickens taste itself, which was very filling by itself.

As for the shawarma, sadly I could not say the same. The chicken felt somewhat rubbery, and the wrap itself felt hard to chew. I think implementing more seasonings would help this.

Finally, the fries were of good quality. Both boxes came with a large portion of fries and are filling by themselves. The seasoning of the fries felt like a peri peri spice, which I enjoyed.

Overall, a great place for fried chicken and I would most likely order again in the future. Thank you!",Positive
J'aime bien ❤ gratin,Positive
Tarif très chère pour un goût 0,Negative
Très bon coins ...les plats son délicieux je recommande vivement,Positive
Une belle carte !   c'est varié et très bon. J'y reviendrai avec plaisir,Positive
"J'aime bien
Un service très rapide et la nourriture et très bonne
Merci chef",Positive
Très bonne Napolitaine (Pizza),Positive
"Bad service, you order something you get something else.
They change your pizza toppings as they please instead of you.",Negative
"Bonne équipe, ambiance sympa, bonne cuisine, service rapide. Prix raisonnable. Bravo et bonne continuation",Positive
Jadore le restaurant magnique service merci casanova,Positive
"Thise restaurant IS so Amazing
Le meilleur restaurant merci Casanova",Positive
Meilleurs restaurants à koléa soyez les bienvenus,Positive
Pizza excellente service top ambiance mashallah,Positive
Merci beaucoup pour l'équipe casanova service mashallah,Positive
Qualité de service lah ybarek bonne continuation,Positive
magnifique restaurent merci a toute l'équipe,Positive
Service agréable,Positive
Restaurant très calme je donne 5 étoiles,Positive
كلشي الله يبارك شكرا فريق كازانوفا,Positive
"Le casanova de Kolea est endroit avec une ambiance sympa, par contre avec un accueil plutôt froid, le service était standard.
Pour ce qui est de la nourriture, elle est a revoir, j'ai commandé une pizza au poulet, 1/3 de la pizza était brulée en dessous,
le fromage avait aucun gout, la patte était très molle,
les morceaux de poulets n'étaient pas très garnies et étaient d'une taille XS.
Je suis très déçu de ce restaurant. Je n'y retournerai pas.
Bref A éviter.",Negative
"Parmis les meilleurs restaurants que j'ai visité
Ambiance fmailiale et service impeccable",Positive
"service agréable et rapide
endroit sympa ambiance familiale",Positive
Zone,Positive
Merci,Positive
Cb1,Positive
Clean and nice fast food restaurant,Positive
Le plus beau fast food ou monde,Positive
Je suis désolé mais le goût c une dinguerie mais ki tcomndi livraison ybdlo les prix afficher f menu c dommage,Negative
"Je recommande vivement, tellement bon et le service est rapide ❤️",Positive
Les plats sont fades pas du tout goûteux,Negative
"Accueil: 8/10
Service: 8/10
Goût: 5/10",Positive
J'ai bien aimé.,Positive
